gene_names,pg_n1,pg_n1n2,pg_n1Andn1n2,pg_full,pnl_n1,pnl_n1n2,pnl_n1Andn1n2,pnl_full,n1_size,n2_size,gene_ind,gene_name
ENSG00000218510.6,0.7128134570439065,0.6637326929314322,0.6895489470194783,0.5025992360067465,0.8853530953072797,0.7846768402772093,0.8491995106443245,0.6044118251463733,40000.0,138162.0,304.0,LINC00339
ENSG00000070831.15,0.2634915548301297,0.28928115919693337,0.2759436460168503,0.8367841462876374,0.48284951010357924,0.945199821610473,0.8925341859738376,0.4689908554793588,40000.0,138162.0,305.0,CDC42
ENSG00000133216.16,0.7381174631340705,0.8141944461907246,0.7815684766460949,0.7516505197356103,0.6277715210953646,0.8738160378879232,0.8032916252027633,0.7979861021919202,40000.0,138162.0,312.0,EPHB2
ENSG00000011007.12,0.9353516456881444,0.02318754146766966,0.07076532576441602,0.0308565410255614,0.4828900266705385,0.11584919600379195,0.20412677148645397,0.08173297368078886,40000.0,138162.0,325.0,ELOA
ENSG00000236810.5,0.06080834735402235,0.0677008720071754,0.06407227443550711,0.5381518782926515,0.2548584804571896,0.268781126665945,0.2616784232582522,0.7006407398857486,40000.0,138162.0,326.0,ELOA-AS1
ENSG00000117305.14,0.31544918556239243,0.08959525244483446,0.14405753503134,0.8199116933896952,0.8287061926066173,0.08851656276481834,0.2643322122485795,0.8772868171519921,40000.0,138162.0,330.0,HMGCL
ENSG00000179163.11,0.19646708118461348,0.7680762935743366,0.4544054363951944,0.8913912175852643,0.4038670214924703,0.7730386909765614,0.6272184020783993,0.7664087927002684,40000.0,138162.0,331.0,FUCA1
ENSG00000188529.14,0.3383972378965182,0.19277492441590788,0.2499569545477634,0.33431163192833113,0.47725041701028753,0.2805377169560005,0.3659282587877717,0.4955993062461642,40000.0,138162.0,335.0,SRSF10
ENSG00000261349.1,0.0496149476571377,0.3142700738764845,0.08830140546680054,0.08858317972038277,0.7817840495611869,0.6943427245573219,0.7437044582915133,0.11734120964670014,40000.0,138162.0,346.0,RP3-465N24.5
ENSG00000187010.19,0.0506455104812199,0.32713133659488025,0.09060457434894603,0.028533456766767717,0.17351354321160467,0.3115345614973066,0.22635166615456198,0.21213920603259773,40000.0,138162.0,347.0,RHD
ENSG00000224183.1,0.04073366309844506,0.006841258471637135,0.011720435866494405,0.2218387544377432,0.050589984197888294,0.848488675335527,0.13860270736589553,0.8854417099618914,40000.0,138162.0,348.0,SDHDP6
ENSG00000183726.10,0.6103833277558599,0.665999746186171,0.6393236548761798,0.019157160350704694,0.8802414034387573,0.5739569073062841,0.8008311780485013,0.00795413988662741,40000.0,138162.0,350.0,TMEM50A
ENSG00000188672.17,0.24251874150507485,0.6511269912585346,0.4169258521992413,0.751765919418024,0.7336048910879753,0.45254024684489974,0.6144424153751561,0.5384011788906289,40000.0,138162.0,351.0,RHCE
ENSG00000157978.11,0.11836724870384879,0.05405616018996029,0.07443824210243816,0.8097664391393191,0.6449843229917256,0.31455077114149654,0.47315621288052195,0.7069159578797383,40000.0,138162.0,353.0,LDLRAP1
ENSG00000130695.14,0.48175614871720696,0.5542278371842257,0.518227433903806,0.12974182820231256,0.5463150585688001,0.4844107316008239,0.5155091922420246,0.9756784325814389,40000.0,138162.0,368.0,CEP85
ENSG00000169442.8,0.5569512855895219,0.9824672304429125,0.9653826380132001,0.5286302190214456,0.42159149058358525,0.8948639418888815,0.7950865251950212,0.65217310705426,40000.0,138162.0,370.0,CD52
ENSG00000060642.10,0.6241103722435501,0.2379110483035402,0.39738518717107274,0.13726669637478056,0.4942614223039205,0.8900544842695053,0.8004557770510355,0.919560394877019,40000.0,138162.0,382.0,PIGV
ENSG00000204160.11,0.2568769821387312,0.024116522564495202,0.04475321427095402,0.013098067904082744,0.9069528191165241,0.662584630511597,0.8486140901955257,0.9617546817449403,40000.0,138162.0,383.0,ZDHHC18
ENSG00000142765.17,0.9260781603218327,0.6388736563032162,0.8718051267241963,0.7556569207443983,0.9685869875908143,0.6346821812887647,0.9403670917066367,0.87650856843076,40000.0,138162.0,396.0,SYTL1
ENSG00000130775.15,0.8941106078912223,0.34969875244816323,0.7777857327192027,0.3849100826697621,0.9911241842159643,0.5622287241225732,0.9823593818041829,0.3882890090119975,40000.0,138162.0,411.0,THEMIS2
ENSG00000117748.9,0.19500808349160398,0.4763857690681366,0.29546263214485113,0.025212993771224768,0.13362958323337165,0.9604197162865047,0.893625201638455,0.5617681877075196,40000.0,138162.0,412.0,RPA2
ENSG00000130768.14,0.20644147158671772,0.18217213225641754,0.19364489174534583,0.08092686256038589,0.21461771878375074,0.19638277471120336,0.2051533671355939,0.07643856030636792,40000.0,138162.0,413.0,SMPDL3B
ENSG00000158161.15,0.36849020617483075,0.34545240628748264,0.3567701130876463,0.1750104062427798,0.6332599260881776,0.3320846573472558,0.4781283634581649,0.16687255994680728,40000.0,138162.0,416.0,EYA3
ENSG00000126698.10,0.3951309267717193,0.31882640619939634,0.35475231785190586,0.8018648409408313,0.5436207175797836,0.47072807016074075,0.5072692954370017,0.7213496345978363,40000.0,138162.0,419.0,DNAJC8
ENSG00000130770.17,0.6304519653686318,0.709109431423582,0.6726793128670543,0.509940742553647,0.6148788730871079,0.8202923571004023,0.7464911261243152,0.5393976744069221,40000.0,138162.0,420.0,ATPIF1
ENSG00000130766.4,0.8451915450365758,0.8268602566974712,0.8364923479554749,0.2046087550722711,0.45693616429895456,0.9861562608375432,0.9722008472390264,0.28189283744730315,40000.0,138162.0,422.0,SESN2
ENSG00000204138.12,0.18329533740610326,0.5063649191372566,0.2931126953226767,0.02815705377374972,0.2754026705477331,0.8674485699180146,0.695367101801845,0.025424184633175695,40000.0,138162.0,424.0,PHACTR4
ENSG00000180198.15,0.3041245624654908,0.5095128329421058,0.39610090303012696,0.8330218854372866,0.9376445976410189,0.4773614492009468,0.878176039820096,0.7459348319928243,40000.0,138162.0,425.0,RCC1
